COMPLETE,STOREDGRAINS,SPECIES,AUTHOR,YEAR,TITLE,JOURNAL,DOI,ABSENT.PRESENT.APRD,LOCALITY,TRUE/FALSE.APPROXIMATE LOCATION,LONG,LAT,CHEM.IRAC,CHEM.GROUP,CHEM.ACTIVE,STRAIN.TEST,STRAIN.REF,RESISTANCE,SEVERITY,METHOD,LC50.Y,LC50.UNIT,RES.RATIO,VOL.LITERS,ng.PER.IND,SLOPE,SURV.PROP,LARVAE.DENSITY,CROP.DAMAGED.PERCENT,LIFESTAGE,COLLECT.YEAR,CROP,TEMP,NOTES,CHECK.POINT,STATE,MECHANISM,COMMON.ACTIVES,point_id,REGION
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Mooroopna,TRUE,145.3667,-36.4,3A,"Pyrethroids, Pyrethrins",Permethrin,Mooroopna,Waite,1,MODERATE,RR,91,ppm,13,NA,NA,1.89,NA,NA,NA,3rd instar,2003,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,99,Goulburn Broken
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Tenthill,TRUE,152.25,-27.5667,3A,"Pyrethroids, Pyrethrins",Permethrin,Tenthill,Waite,1,MODERATE,RR,811.2,ppm,64.1,NA,NA,1.77,NA,NA,NA,3rd instar,1996,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,100,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Tenthill,TRUE,152.25,-27.5667,3A,"Pyrethroids, Pyrethrins",Permethrin,Tenthill,Waite,1,MODERATE,RR,321.1,ppm,69.5,NA,NA,1.98,NA,NA,NA,3rd instar,1999,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,101,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Tenthill,TRUE,152.1667,-27.75,3A,"Pyrethroids, Pyrethrins",Permethrin,Tenthill,Waite,1,MODERATE,RR,312.9,ppm,63.1,NA,NA,1.58,NA,NA,NA,3rd instar,2004,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,102,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Glenore Grove,TRUE,152.4167,-27.55,3A,"Pyrethroids, Pyrethrins",Permethrin,Glenore Grove,Waite,1,MODERATE,RR,388,ppm,16.2,NA,NA,1.53,NA,NA,NA,3rd instar,1996,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,103,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Glenore Grove,TRUE,154.4,-27.5167,3A,"Pyrethroids, Pyrethrins",Permethrin,Glenore Grove,Waite,1,MODERATE,RR,230.4,ppm,26.5,NA,NA,1.36,NA,NA,NA,3rd instar,1997,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,104,NA
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Helidon,TRUE,152.1333,-27.55,3A,"Pyrethroids, Pyrethrins",Permethrin,Helidon,Waite,1,MODERATE,RR,510.1,ppm,33.3,NA,NA,3.22,NA,NA,NA,3rd instar,1998,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,105,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Mt Sylvia,TRUE,152.2167,-27.7333,3A,"Pyrethroids, Pyrethrins",Permethrin,Mt Sylvia,Waite,1,MODERATE,RR,352.9,ppm,24.4,NA,NA,2.09,NA,NA,NA,3rd instar,1998,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,106,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Grantham,TRUE,152.25,-27.6333,3A,"Pyrethroids, Pyrethrins",Permethrin,Grantham,Waite,1,MODERATE,RR,574.7,ppm,47.6,NA,NA,1.37,NA,NA,NA,3rd instar,2000,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,107,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Gatton Res Stn,TRUE,152.3167,-27.5667,3A,"Pyrethroids, Pyrethrins",Permethrin,Gatton Res Stn,Waite,1,LOW,RR,115.5,ppm,6.6,NA,NA,1.81,NA,NA,NA,3rd instar,2001,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,108,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Gatton Res Stn,TRUE,152.3167,-27.5667,3A,"Pyrethroids, Pyrethrins",Permethrin,Gatton Res Stn,Waite,1,MODERATE,RR,53.5,ppm,10.1,NA,NA,0.93,NA,NA,NA,3rd instar,2003,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,109,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Gatton Res Stn,TRUE,152.3167,-27.5667,3A,"Pyrethroids, Pyrethrins",Permethrin,Gatton Res Stn,Waite,1,LOW,RR,28.6,ppm,5.8,NA,NA,1.66,NA,NA,NA,3rd instar,2004,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,110,South East Queensland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Stanthorpe,TRUE,151.8833,-28.5333,3A,"Pyrethroids, Pyrethrins",Permethrin,Stanthorpe,Waite,1,MODERATE,RR,180.8,ppm,25.1,NA,NA,3.45,NA,NA,NA,3rd instar,2004,Vegetables,28,NA,2020_04_14,QLD,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,111,Maranoa Balonne and Border Rivers
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Castlereagh,TRUE,150.6833,-33.6667,3A,"Pyrethroids, Pyrethrins",Permethrin,Castlereagh,Waite,1,MODERATE,RR,144.8,ppm,21.6,NA,NA,1.39,NA,NA,NA,3rd instar,2000,Vegetables,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,112,Greater Sydney
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Castlereagh,TRUE,150.6833,-33.6667,3A,"Pyrethroids, Pyrethrins",Permethrin,Castlereagh,Waite,1,MODERATE,RR,204.8,ppm,20.8,NA,NA,0.94,NA,NA,NA,3rd instar,2000,Vegetables,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,113,Greater Sydney
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Cowra,TRUE,148.65,-33.85,3A,"Pyrethroids, Pyrethrins",Permethrin,Cowra,Waite,1,LOW,RR,250.2,ppm,9.2,NA,NA,1.48,NA,NA,NA,3rd instar,2002,Vegetables,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,114,Central Tablelands
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Wesleyvale,TRUE,146.45,-41.2,3A,"Pyrethroids, Pyrethrins",Permethrin,Wesleyvale,Waite,1,MODERATE,RR,379.2,ppm,29.2,NA,NA,2.03,NA,NA,NA,3rd instar,1995,Vegetables,28,NA,2020_04_14,TAS,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,115,North West NRM Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Wesleyvale,TRUE,146.45,-41.2,3A,"Pyrethroids, Pyrethrins",Permethrin,Wesleyvale,Waite,1,MODERATE,RR,245.3,ppm,10.3,NA,NA,2.38,NA,NA,NA,3rd instar,2002,Vegetables,28,NA,2020_04_14,TAS,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,116,North West NRM Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Devonport,TRUE,146.35,-41.1833,3A,"Pyrethroids, Pyrethrins",Permethrin,Devonport,Waite,1,LOW,RR,287.4,ppm,8.7,NA,NA,1.45,NA,NA,NA,3rd instar,2001,Vegetables,28,NA,2020_04_14,TAS,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,117,North West NRM Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Gawler,TRUE,146.1667,-41.1833,3A,"Pyrethroids, Pyrethrins",Permethrin,Gawler,Waite,1,LOW,RR,56.4,ppm,6.5,NA,NA,1.78,NA,NA,NA,3rd instar,2001,Vegetables,28,NA,2020_04_14,TAS,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,118,North West NRM Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Lillico,TRUE,146.2833,-41.1667,3A,"Pyrethroids, Pyrethrins",Permethrin,Lillico,Waite,1,LOW,RR,34.7,ppm,8.3,NA,NA,1.37,NA,NA,NA,3rd instar,2001,Vegetables,28,NA,2020_04_14,TAS,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,119,North West NRM Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Nairne,TRUE,138.9167,-35.0333,3A,"Pyrethroids, Pyrethrins",Permethrin,Nairne,Waite,1,MODERATE,RR,124.3,ppm,10.7,NA,NA,1.3,NA,NA,NA,3rd instar,1999,Vegetables,28,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,120,South Australian Murray Darling Basin
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,St Kilda,TRUE,138.5333,-34.7333,3A,"Pyrethroids, Pyrethrins",Permethrin,St Kilda,Waite,1,MODERATE,RR,112.3,ppm,11.1,NA,NA,1.92,NA,NA,NA,3rd instar,2001,Vegetables,28,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,121,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Virginia,TRUE,138.5333,-34.65,3A,"Pyrethroids, Pyrethrins",Permethrin,Virginia,Waite,1,LOW,RR,146.9,ppm,5.1,NA,NA,3.71,NA,NA,NA,3rd instar,2002,Vegetables,28,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,122,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Manjimup,TRUE,116.15,-34.25,3A,"Pyrethroids, Pyrethrins",Permethrin,Manjimup,Waite,1,MODERATE,RR,254.5,ppm,29.7,NA,NA,2.4,NA,NA,NA,3rd instar,1995,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,123,South West Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Manjimup,TRUE,116.15,-34.25,3A,"Pyrethroids, Pyrethrins",Permethrin,Manjimup,Waite,1,LOW,RR,108.5,ppm,5.2,NA,NA,1.25,NA,NA,NA,3rd instar,1999,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,124,South West Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Perth,TRUE,115.85,-31.95,3A,"Pyrethroids, Pyrethrins",Permethrin,Perth,Waite,1,MODERATE,RR,397.6,ppm,34.3,NA,NA,2.19,NA,NA,NA,3rd instar,1995,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,125,Swan Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Perth,TRUE,115.85,-31.95,3A,"Pyrethroids, Pyrethrins",Permethrin,Perth,Waite,1,LOW,RR,58,ppm,5.8,NA,NA,1.99,NA,NA,NA,3rd instar,1995,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,126,Swan Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Albany,TRUE,117.8667,-35,3A,"Pyrethroids, Pyrethrins",Permethrin,Albany,Waite,1,LOW,RR,25.4,ppm,6.5,NA,NA,1.57,NA,NA,NA,3rd instar,2001,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,127,South Coast Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Wanneroo,TRUE,115.8,-31.7667,3A,"Pyrethroids, Pyrethrins",Permethrin,Wanneroo,Waite,1,LOW,RR,168.6,ppm,5.1,NA,NA,1.85,NA,NA,NA,3rd instar,2002,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,128,Swan Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Wanneroo,TRUE,115.8,-31.7667,3A,"Pyrethroids, Pyrethrins",Permethrin,Wanneroo,Waite,1,LOW,RR,185.6,ppm,6.8,NA,NA,4.31,NA,NA,NA,3rd instar,2002,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,129,Swan Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Wanneroo,TRUE,115.8,-31.7667,3A,"Pyrethroids, Pyrethrins",Permethrin,Wanneroo,Waite,1,MODERATE,RR,127.2,ppm,20.4,NA,NA,1.95,NA,NA,NA,3rd instar,2003,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,130,Swan Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Mandogalup,TRUE,115.8333,-32.1833,3A,"Pyrethroids, Pyrethrins",Permethrin,Mandogalup,Waite,1,LOW,RR,164.1,ppm,6,NA,NA,3.51,NA,NA,NA,3rd instar,2002,Vegetables,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,131,Swan Region
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Billimari,TRUE,148.6167,-33.6833,3A,"Pyrethroids, Pyrethrins",Permethrin,Billimari,Waite,1,LOW,RR,142.3,ppm,7.2,NA,NA,1.56,NA,NA,NA,3rd instar,2002,Canola,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,132,Central Tablelands
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Brocklesby,TRUE,146.6833,-35.8167,3A,"Pyrethroids, Pyrethrins",Permethrin,Brocklesby,Waite,1,LOW,RR,183.2,ppm,9.3,NA,NA,1.69,NA,NA,NA,3rd instar,2002,Canola,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,133,Murray
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Cowra West,TRUE,142.4333,-37.8,3A,"Pyrethroids, Pyrethrins",Permethrin,Cowra West,Waite,1,MODERATE,RR,302.8,ppm,12.4,NA,NA,2.7,NA,NA,NA,3rd instar,2002,Canola,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,134,Glenelg Hopkins
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Greenethorpe 2,TRUE,148.25,-33.9667,3A,"Pyrethroids, Pyrethrins",Permethrin,Greenethorpe 2,Waite,1,LOW,RR,180.6,ppm,6.6,NA,NA,2.36,NA,NA,NA,3rd instar,2002,Canola,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,135,Central West
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Grenfell,TRUE,148.1667,-33.9,3A,"Pyrethroids, Pyrethrins",Permethrin,Grenfell,Waite,1,LOW,RR,178.4,ppm,5.4,NA,NA,1.67,NA,NA,NA,3rd instar,2002,Canola,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,136,Central West
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Moree,TRUE,150.0333,-29.2333,3A,"Pyrethroids, Pyrethrins",Permethrin,Moree,Waite,1,MODERATE,RR,123,ppm,12.9,NA,NA,1.3,NA,NA,NA,3rd instar,2003,Canola,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,137,North West NSW
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Rand,TRUE,146.6333,-35.55,3A,"Pyrethroids, Pyrethrins",Permethrin,Rand,Waite,1,MODERATE,RR,376.8,ppm,12.3,NA,NA,1.81,NA,NA,NA,3rd instar,2002,Canola,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,138,Murray
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Young,TRUE,148.25,-34.25,3A,"Pyrethroids, Pyrethrins",Permethrin,Young,Waite,1,LOW,RR,140.3,ppm,6.4,NA,NA,1.89,NA,NA,NA,3rd instar,2002,Canola,28,NA,2020_04_14,NSW,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,139,Riverina
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Millicent,TRUE,140.3333,-37.6,3A,"Pyrethroids, Pyrethrins",Permethrin,Millicent,Waite,1,LOW,RR,126.2,ppm,6.2,NA,NA,2.19,NA,NA,NA,3rd instar,2001,Canola,28,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,140,South East
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Burabadji,TRUE,116.8167,-31.2,3A,"Pyrethroids, Pyrethrins",Permethrin,Burabadji,Waite,1,LOW,RR,49.2,ppm,6.7,NA,NA,1.99,NA,NA,NA,3rd instar,1999,Canola,28,NA,2020_04_14,WA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,141,Avon River Basin
